1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
NC_065572.1	40950000	41000000	0.670960	0.329040	18241	9400	7052	15307	0	0	50000
NC_065572.1	41000000	41050000	0.670040	0.329960	18435	9243	7255	15067	0	0	50000
NC_065572.1	41050000	41100000	0.673040	0.326960	16820	7732	8616	16832	0	0	50000
NC_065572.1	41100000	41150000	0.617260	0.382740	14219	7951	11186	16644	0	0	50000
NC_065572.1	41150000	41200000	0.648560	0.351440	15783	7926	9646	16645	0	0	50000
NC_065572.1	41200000	41250000	0.673700	0.326300	16979	8677	7638	16706	0	0	50000
NC_065572.1	41250000	41300000	0.670820	0.329180	18910	9758	6701	14631	0	0	50000
NC_065572.1	41300000	41350000	0.648920	0.351080	17881	8956	8598	14565	0	0	50000
NC_065572.1	41350000	41400000	0.647360	0.352640	18068	10830	6802	14300	0	0	50000
NC_065572.1	41400000	41450000	0.651120	0.348880	17485	10765	6679	15071	0	0	50000
NC_065572.1	41450000	41500000	0.654660	0.345340	17648	9702	7565	15085	0	0	50000
NC_065572.1	41500000	41550000	0.674940	0.325060	16016	6912	9341	17731	0	0	50000
NC_065572.1	41550000	41600000	0.629580	0.370420	14880	9533	8988	16599	0	0	50000
NC_065572.1	41600000	41650000	0.629860	0.370140	15112	9665	8842	16381	0	0	50000
NC_065572.1	41650000	41700000	0.607120	0.392880	15399	9416	10228	14957	0	0	50000
NC_065572.1	41700000	41750000	0.622020	0.377980	15071	8963	9936	16030	0	0	50000
NC_065572.1	41750000	41800000	0.606600	0.393400	14141	9763	9907	16189	0	0	50000
NC_065572.1	41800000	41850000	0.599600	0.400400	15091	9946	10074	14889	0	0	50000
NC_065572.1	41850000	41900000	0.607700	0.392300	15400	9646	9969	14985	0	0	50000
NC_065572.1	41900000	41950000	0.651660	0.348340	17449	10674	6743	15134	0	0	50000
NC_065572.1	41950000	42000000	0.649580	0.350420	16518	9347	8174	15961	0	0	50000
NC_065572.1	42000000	42050000	0.660980	0.339020	15329	7697	9254	17720	0	0	50000
NC_065572.1	42050000	42100000	0.685380	0.314620	14342	5738	9993	19927	0	0	50000
NC_065572.1	42100000	42150000	0.675420	0.324580	14912	6623	9606	18859	0	0	50000
NC_065572.1	42150000	42200000	0.673900	0.326100	15242	6642	9663	18453	0	0	50000
NC_065572.1	42200000	42250000	0.670740	0.329260	17141	8172	8291	16396	0	0	50000
NC_065572.1	42250000	42300000	0.665800	0.334200	15586	8561	8149	17704	0	0	50000
NC_065572.1	42300000	42350000	0.656020	0.343980	17640	10491	6708	15161	0	0	50000
NC_065572.1	42350000	42400000	0.677140	0.322860	19003	10022	6121	14854	0	0	50000
NC_065572.1	42400000	42450000	0.658280	0.341720	17472	9599	7487	15442	0	0	50000
NC_065572.1	42450000	42500000	0.667640	0.332360	16814	9404	7214	16568	0	0	50000
NC_065572.1	42500000	42550000	0.681340	0.318660	17898	9090	6843	16169	0	0	50000
NC_065572.1	42550000	42600000	0.675140	0.324860	18524	10069	6174	15233	0	0	50000
NC_065572.1	42600000	42650000	0.681060	0.318940	19321	10530	5417	14732	0	0	50000
NC_065572.1	42650000	42700000	0.677600	0.322400	19173	10203	5917	14707	0	0	50000
NC_065572.1	42700000	42750000	0.682820	0.317180	18487	9898	5961	15654	0	0	50000
NC_065572.1	42750000	42800000	0.652720	0.347280	17994	10208	7156	14642	0	0	50000
NC_065572.1	42800000	42850000	0.654340	0.345660	17947	9586	7697	14770	0	0	50000
NC_065572.1	42850000	42900000	0.675140	0.324860	18840	9664	6579	14917	0	0	50000
NC_065572.1	42900000	42950000	0.682460	0.317540	19425	10346	5531	14698	0	0	50000
NC_065572.1	42950000	43000000	0.649540	0.350460	18228	10729	6794	14249	0	0	50000
NC_065572.1	43000000	43050000	0.670720	0.329280	18574	8902	7562	14962	0	0	50000
NC_065572.1	43050000	43100000	0.650140	0.349860	17854	10183	7310	14653	0	0	50000
NC_065572.1	43100000	43150000	0.646160	0.353840	18083	9687	8005	14225	0	0	50000
NC_065572.1	43150000	43200000	0.673700	0.326300	17995	9342	6973	15690	0	0	50000
NC_065572.1	43200000	43250000	0.678000	0.322000	18053	9218	6882	15847	0	0	50000
NC_065572.1	43250000	43300000	0.662540	0.337460	16539	7566	9307	16588	0	0	50000
NC_065572.1	43300000	43350000	0.677980	0.322020	14986	5955	10146	18913	0	0	50000
NC_065572.1	43350000	43400000	0.635720	0.364280	15842	8385	9829	15944	0	0	50000
NC_065572.1	43400000	43450000	0.662820	0.337180	14931	7580	9279	18210	0	0	50000
NC_065572.1	43450000	43500000	0.652160	0.347840	16100	8191	9201	16508	0	0	50000
NC_065572.1	43500000	43550000	0.664900	0.335100	15391	7041	9714	17854	0	0	50000
NC_065572.1	43550000	43600000	0.674740	0.325260	15360	6572	9691	18377	0	0	50000
NC_065572.1	43600000	43650000	0.677820	0.322180	15503	7209	8900	18388	0	0	50000
NC_065572.1	43650000	43700000	0.666040	0.333960	18609	10207	6491	14693	0	0	50000
NC_065572.1	43700000	43750000	0.676080	0.323920	19185	9873	6323	14619	0	0	50000
NC_065572.1	43750000	43800000	0.672200	0.327800	18862	10343	6047	14748	0	0	50000
NC_065572.1	43800000	43850000	0.661500	0.338500	18714	10793	6132	14361	0	0	50000
NC_065572.1	43850000	43900000	0.673840	0.326160	16924	7950	8358	16768	0	0	50000
NC_065572.1	43900000	43950000	0.628660	0.371340	16643	9054	9513	14790	0	0	50000
NC_065572.1	43950000	44000000	0.613560	0.386440	16378	9939	9383	14300	0	0	50000
NC_065572.1	44000000	44050000	0.617440	0.382560	16419	10405	8723	14453	0	0	50000
NC_065572.1	44050000	44100000	0.620940	0.379060	16286	9986	8967	14761	0	0	50000
NC_065572.1	44100000	44150000	0.650900	0.349100	15442	8906	8549	17103	0	0	50000
NC_065572.1	44150000	44200000	0.615660	0.384340	15825	10531	8686	14958	0	0	50000
NC_065572.1	44200000	44250000	0.610540	0.389460	15862	10466	9007	14665	0	0	50000
NC_065572.1	44250000	44300000	0.613080	0.386920	16464	9633	9713	14190	0	0	50000
NC_065572.1	44300000	44350000	0.614280	0.385720	15125	9554	9732	15589	0	0	50000
NC_065572.1	44350000	44400000	0.612880	0.387120	16310	9577	9779	14334	0	0	50000
NC_065572.1	44400000	44450000	0.611800	0.388200	15229	9109	10301	15361	0	0	50000
NC_065572.1	44450000	44500000	0.600880	0.399120	13737	9324	10632	16307	0	0	50000
NC_065572.1	44500000	44550000	0.606960	0.393040	14476	9281	10371	15872	0	0	50000
NC_065572.1	44550000	44600000	0.603320	0.396680	15606	10179	9655	14560	0	0	50000
NC_065572.1	44600000	44650000	0.602280	0.397720	14826	9919	9967	15288	0	0	50000
NC_065572.1	44650000	44700000	0.615780	0.384220	14923	9340	9871	15866	0	0	50000
NC_065572.1	44700000	44750000	0.602380	0.397620	14715	9779	10102	15404	0	0	50000
NC_065572.1	44750000	44800000	0.609380	0.390620	15118	9863	9668	15351	0	0	50000
NC_065572.1	44800000	44850000	0.603580	0.396420	14708	9779	10042	15471	0	0	50000
NC_065572.1	44850000	44900000	0.605680	0.394320	15312	9806	9910	14972	0	0	50000
NC_065572.1	44900000	44950000	0.604600	0.395400	15068	9956	9814	15162	0	0	50000
NC_065572.1	44950000	45000000	0.597140	0.402860	16046	10482	9661	13811	0	0	50000
NC_065572.1	45000000	45050000	0.602880	0.397120	14302	9943	9913	15842	0	0	50000
NC_065572.1	45050000	45100000	0.598460	0.401540	13596	9545	10532	16327	0	0	50000
NC_065572.1	45100000	45150000	0.599180	0.400820	13440	9451	10590	16519	0	0	50000
NC_065572.1	45150000	45200000	0.598220	0.401780	13228	9564	10525	16683	0	0	50000
NC_065572.1	45200000	45250000	0.600500	0.399500	14477	10260	9715	15548	0	0	50000
NC_065572.1	45250000	45300000	0.601360	0.398640	15146	10138	9794	14922	0	0	50000
NC_065572.1	45300000	45350000	0.606620	0.393380	14446	9368	10301	15885	0	0	50000
NC_065572.1	45350000	45400000	0.602520	0.397480	15339	10085	9789	14787	0	0	50000
NC_065572.1	45400000	45450000	0.595780	0.404220	16011	10579	9632	13778	0	0	50000
NC_065572.1	45450000	45500000	0.604380	0.395620	13809	9678	10103	16410	0	0	50000
NC_065572.1	45500000	45550000	0.597780	0.402220	13624	9578	10533	16265	0	0	50000
NC_065572.1	45550000	45600000	0.598420	0.401580	13402	9492	10587	16519	0	0	50000
NC_065572.1	45600000	45650000	0.601500	0.398500	13901	10049	9876	16174	0	0	50000
NC_065572.1	45650000	45700000	0.597640	0.402360	13937	9627	10491	15945	0	0	50000
NC_065572.1	45700000	45750000	0.600420	0.399580	16164	10691	9288	13857	0	0	50000
NC_065572.1	45750000	45800000	0.595900	0.404100	15004	9838	10367	14791	0	0	50000
NC_065572.1	45800000	45850000	0.607080	0.392920	15841	9829	9817	14513	0	0	50000
NC_065572.1	45850000	45900000	0.598020	0.401980	16020	10508	9591	13881	0	0	50000
NC_065572.1	45900000	45950000	0.604220	0.395780	15611	10261	9528	14600	0	0	50000
NC_065572.1	45950000	46000000	0.600220	0.399780	16273	10589	9400	13738	0	0	50000
NC_065572.1	46000000	46050000	0.596720	0.403280	16709	10631	9533	13127	0	0	50000
NC_065572.1	46050000	46100000	0.596080	0.403920	13358	9502	10694	16446	0	0	50000
NC_065572.1	46100000	46150000	0.602960	0.397040	13913	10058	9794	16235	0	0	50000
NC_065572.1	46150000	46200000	0.596760	0.403240	14218	9719	10443	15620	0	0	50000
NC_065572.1	46200000	46250000	0.600940	0.399060	16012	9840	10113	14035	0	0	50000
NC_065572.1	46250000	46300000	0.608980	0.391020	15629	10035	9516	14820	0	0	50000
NC_065572.1	46300000	46350000	0.596880	0.403120	16486	10651	9505	13358	0	0	50000
NC_065572.1	46350000	46400000	0.602480	0.397520	15665	10389	9487	14459	0	0	50000
NC_065572.1	46400000	46450000	0.599140	0.400860	16289	10515	9528	13668	0	0	50000
NC_065572.1	46450000	46500000	0.597080	0.402920	14824	9978	10168	15030	0	0	50000
NC_065572.1	46500000	46550000	0.599640	0.400360	13223	9577	10441	16759	0	0	50000
NC_065572.1	46550000	46600000	0.602680	0.397320	14142	9969	9897	15992	0	0	50000
NC_065572.1	46600000	46650000	0.603900	0.396100	14087	10113	9692	16108	0	0	50000
NC_065572.1	46650000	46700000	0.606200	0.393800	13834	10089	9601	16476	0	0	50000
NC_065572.1	46700000	46750000	0.602900	0.397100	15395	10153	9702	14750	0	0	50000
NC_065572.1	46750000	46800000	0.596440	0.403560	15925	10463	9715	13897	0	0	50000
NC_065572.1	46800000	46850000	0.581020	0.418980	14522	10820	10129	14529	0	0	50000
NC_065572.1	46850000	46900000	0.594300	0.405700	14418	10456	9829	15297	0	0	50000
NC_065572.1	46900000	46950000	0.600020	0.399980	13962	9457	10542	16039	0	0	50000
NC_065572.1	46950000	47000000	0.602180	0.397820	14188	9374	10517	15921	0	0	50000
NC_065572.1	47000000	47050000	0.612420	0.387580	15270	9715	9664	15351	0	0	50000
NC_065572.1	47050000	47100000	0.609940	0.390060	15691	9985	9518	14806	0	0	50000
NC_065572.1	47100000	47150000	0.657300	0.342700	18532	10054	7081	14333	0	0	50000
NC_065572.1	47150000	47200000	0.679120	0.320880	19129	9069	6975	14827	0	0	50000
NC_065572.1	47200000	47250000	0.677300	0.322700	18013	9156	6979	15852	0	0	50000
NC_065572.1	47250000	47300000	0.656860	0.343140	14921	6985	10172	17922	0	0	50000
NC_065572.1	47300000	47350000	0.640360	0.359640	14457	8121	9861	17561	0	0	50000
NC_065572.1	47350000	47400000	0.681700	0.318300	15982	6643	9272	18103	0	0	50000
NC_065572.1	47400000	47450000	0.666700	0.333300	15532	7108	9557	17803	0	0	50000
NC_065572.1	47450000	47500000	0.621740	0.378260	15119	9754	9159	15968	0	0	50000
NC_065572.1	47500000	47550000	0.605980	0.394020	15876	10202	9499	14423	0	0	50000
NC_065572.1	47550000	47600000	0.614260	0.385740	15308	9818	9469	15405	0	0	50000
NC_065572.1	47600000	47650000	0.617240	0.382760	15125	10381	8757	15737	0	0	50000
NC_065572.1	47650000	47700000	0.636400	0.363600	14397	7926	10254	17423	0	0	50000
NC_065572.1	47700000	47750000	0.673560	0.326440	17736	8864	7458	15942	0	0	50000
NC_065572.1	47750000	47800000	0.664740	0.335260	15959	7567	9196	17278	0	0	50000
NC_065572.1	47800000	47850000	0.674820	0.325180	14560	5841	10418	19181	0	0	50000
NC_065572.1	47850000	47900000	0.674320	0.325680	15025	6246	10038	18691	0	0	50000
NC_065572.1	47900000	47950000	0.629700	0.370300	15681	9960	8555	15804	0	0	50000
NC_065572.1	47950000	48000000	0.673020	0.326980	15722	6231	10118	17929	0	0	50000
NC_065572.1	48000000	48050000	0.668620	0.331380	14123	6001	10568	19308	0	0	50000
NC_065572.1	48050000	48100000	0.649280	0.350720	14768	6807	10729	17696	0	0	50000
NC_065572.1	48100000	48150000	0.666880	0.333120	16358	7473	9183	16986	0	0	50000
NC_065572.1	48150000	48200000	0.676980	0.323020	14798	6233	9918	19051	0	0	50000
NC_065572.1	48200000	48250000	0.676440	0.323560	14915	6186	9992	18907	0	0	50000
NC_065572.1	48250000	48300000	0.659980	0.340020	15392	7064	9937	17607	0	0	50000
NC_065572.1	48300000	48350000	0.666120	0.333880	16286	8056	8638	17020	0	0	50000
NC_065572.1	48350000	48400000	0.683340	0.316660	19569	10424	5409	14598	0	0	50000
NC_065572.1	48400000	48450000	0.662940	0.337060	18558	10112	6741	14589	0	0	50000
NC_065572.1	48450000	48500000	0.676760	0.323240	18725	10185	5977	15113	0	0	50000
NC_065572.1	48500000	48550000	0.616360	0.383640	14040	9137	10045	16778	0	0	50000
NC_065572.1	48550000	48600000	0.621420	0.378580	14492	8586	10343	16579	0	0	50000
NC_065572.1	48600000	48650000	0.610820	0.389180	14887	9745	9714	15654	0	0	50000
NC_065572.1	48650000	48700000	0.647580	0.352420	15452	7960	9661	16927	0	0	50000
NC_065572.1	48700000	48750000	0.669860	0.330140	19150	10777	5730	14343	0	0	50000
NC_065572.1	48750000	48800000	0.677500	0.322500	19113	10449	5676	14762	0	0	50000
NC_065572.1	48800000	48850000	0.675200	0.324800	17778	9046	7194	15982	0	0	50000
NC_065572.1	48850000	48900000	0.644220	0.355780	15896	8950	8839	16315	0	0	50000
NC_065572.1	48900000	48950000	0.660980	0.339020	16803	9373	7578	16246	0	0	50000
NC_065572.1	48950000	49000000	0.686160	0.313840	16191	6687	9005	18117	0	0	50000
NC_065572.1	49000000	49050000	0.671080	0.328920	17593	8586	7860	15961	0	0	50000
NC_065572.1	49050000	49100000	0.657780	0.342220	14647	7510	9601	18242	0	0	50000
NC_065572.1	49100000	49150000	0.653760	0.346240	15765	8750	8562	16923	0	0	50000
NC_065572.1	49150000	49200000	0.665740	0.334260	14525	7224	9489	18762	0	0	50000
NC_065572.1	49200000	49250000	0.679320	0.320680	14745	5903	10131	19221	0	0	50000
NC_065572.1	49250000	49300000	0.653560	0.346440	13428	6513	10809	19250	0	0	50000
NC_065572.1	49300000	49350000	0.644820	0.355180	14902	8350	9409	17339	0	0	50000
NC_065572.1	49350000	49400000	0.629320	0.370680	15145	9498	9036	16321	0	0	50000
NC_065572.1	49400000	49450000	0.625380	0.374620	15569	9508	9223	15700	0	0	50000
NC_065572.1	49450000	49500000	0.650800	0.349200	15938	8530	8930	16602	0	0	50000
NC_065572.1	49500000	49550000	0.638080	0.361920	16214	9577	8519	15690	0	0	50000
NC_065572.1	49550000	49600000	0.646400	0.353600	16229	8562	9118	16091	0	0	50000
NC_065572.1	49600000	49650000	0.633640	0.366360	15191	8694	9624	16491	0	0	50000
NC_065572.1	49650000	49700000	0.672740	0.327260	19484	10323	6040	14153	0	0	50000
NC_065572.1	49700000	49750000	0.615880	0.384120	15899	10427	8779	14895	0	0	50000
NC_065572.1	49750000	49800000	0.646320	0.353680	15531	8424	9260	16785	0	0	50000
NC_065572.1	49800000	49850000	0.665560	0.334440	16205	8412	8310	17073	0	0	50000
NC_065572.1	49850000	49900000	0.603600	0.396400	15289	10723	9097	14891	0	0	50000
NC_065572.1	49900000	49950000	0.650260	0.349740	15901	7940	9547	16612	0	0	50000
NC_065572.1	49950000	50000000	0.613620	0.386380	16720	9403	9916	13961	0	0	50000
NC_065572.1	50000000	50050000	0.645180	0.354820	16663	8662	9079	15596	0	0	50000
NC_065572.1	50050000	50100000	0.667540	0.332460	18213	9118	7505	15164	0	0	50000
NC_065572.1	50100000	50150000	0.662120	0.337880	16945	9033	7861	16161	0	0	50000
NC_065572.1	50150000	50200000	0.656220	0.343780	16959	9171	8018	15852	0	0	50000
NC_065572.1	50200000	50250000	0.665580	0.334420	17900	9300	7421	15379	0	0	50000
NC_065572.1	50250000	50300000	0.662640	0.337360	18124	9644	7224	15008	0	0	50000
NC_065572.1	50300000	50350000	0.686440	0.313560	19906	9926	5752	14416	0	0	50000
NC_065572.1	50350000	50400000	0.642240	0.357760	17186	9049	8839	14926	0	0	50000
NC_065572.1	50400000	50450000	0.645620	0.354380	17786	10277	7442	14495	0	0	50000
NC_065572.1	50450000	50500000	0.675940	0.324060	18654	8943	7260	15143	0	0	50000
NC_065572.1	50500000	50550000	0.676000	0.324000	19128	10387	5813	14672	0	0	50000
NC_065572.1	50550000	50600000	0.672600	0.327400	18362	10612	5758	15268	0	0	50000
NC_065572.1	50600000	50650000	0.679120	0.320880	18911	10521	5523	15045	0	0	50000
NC_065572.1	50650000	50700000	0.644900	0.355100	17028	10014	7741	15217	0	0	50000
NC_065572.1	50700000	50750000	0.659360	0.340640	15968	8196	8836	17000	0	0	50000
NC_065572.1	50750000	50800000	0.655000	0.345000	15486	8213	9037	17264	0	0	50000
NC_065572.1	50800000	50850000	0.670860	0.329140	16441	7746	8711	17102	0	0	50000
NC_065572.1	50850000	50900000	0.629060	0.370940	16540	8008	10539	14913	0	0	50000
NC_065572.1	50900000	50950000	0.639280	0.360720	17160	8587	9449	14804	0	0	50000
NC_065572.1	50950000	51000000	0.643000	0.357000	15411	8310	9540	16739	0	0	50000
NC_065572.1	51000000	51050000	0.640860	0.359140	15748	9363	8594	16295	0	0	50000
NC_065572.1	51050000	51100000	0.638300	0.361700	15692	9014	9071	16223	0	0	50000
NC_065572.1	51100000	51150000	0.639000	0.361000	15545	9141	8909	16405	0	0	50000
NC_065572.1	51150000	51200000	0.654580	0.345420	17276	9174	8097	15453	0	0	50000
NC_065572.1	51200000	51250000	0.642640	0.357360	17118	9359	8509	15014	0	0	50000
NC_065572.1	51250000	51300000	0.654760	0.345240	15676	9454	7808	17062	0	0	50000
NC_065572.1	51300000	51350000	0.623720	0.376280	15360	9186	9628	15826	0	0	50000
NC_065572.1	51350000	51400000	0.614420	0.385580	15474	9755	9524	15247	0	0	50000
NC_065572.1	51400000	51450000	0.648080	0.351920	15552	8742	8854	16852	0	0	50000
NC_065572.1	51450000	51500000	0.625840	0.374160	15652	9404	9304	15640	0	0	50000
NC_065572.1	51500000	51550000	0.615180	0.384820	14596	9248	9993	16163	0	0	50000
NC_065572.1	51550000	51600000	0.617460	0.382540	14473	10298	8829	16400	0	0	50000
NC_065572.1	51600000	51650000	0.664940	0.335060	16645	8060	8693	16602	0	0	50000
NC_065572.1	51650000	51700000	0.668920	0.331080	16977	8034	8520	16469	0	0	50000
NC_065572.1	51700000	51750000	0.655080	0.344920	17049	8499	8747	15705	0	0	50000
NC_065572.1	51750000	51800000	0.609720	0.390280	16433	9571	9943	14053	0	0	50000
NC_065572.1	51800000	51850000	0.651520	0.348480	16458	8867	8557	16118	0	0	50000
NC_065572.1	51850000	51900000	0.630100	0.369900	16718	9557	8938	14787	0	0	50000
NC_065572.1	51900000	51950000	0.647320	0.352680	16166	9407	8227	16200	0	0	50000
NC_065572.1	51950000	52000000	0.629480	0.370520	15475	9123	9403	15999	0	0	50000
NC_065572.1	52000000	52050000	0.624920	0.375080	15771	9610	9144	15475	0	0	50000
NC_065572.1	52050000	52100000	0.610820	0.389180	15122	9765	9694	15419	0	0	50000
NC_065572.1	52100000	52150000	0.645820	0.354180	16058	8317	9392	16233	0	0	50000
NC_065572.1	52150000	52200000	0.637760	0.362240	15190	9044	9068	16698	0	0	50000
NC_065572.1	52200000	52250000	0.628460	0.371540	16055	10021	8556	15368	0	0	50000
NC_065572.1	52250000	52300000	0.659480	0.340520	17366	8628	8398	15608	0	0	50000
NC_065572.1	52300000	52350000	0.629880	0.370120	16471	8105	10401	15023	0	0	50000
NC_065572.1	52350000	52400000	0.655820	0.344180	17771	8639	8570	15020	0	0	50000
NC_065572.1	52400000	52450000	0.671640	0.328360	17711	8104	8314	15871	0	0	50000
NC_065572.1	52450000	52500000	0.648820	0.351180	16377	8909	8650	16064	0	0	50000
NC_065572.1	52500000	52550000	0.652640	0.347360	17837	9007	8361	14795	0	0	50000
NC_065572.1	52550000	52600000	0.633380	0.366620	15484	9233	9098	16185	0	0	50000
NC_065572.1	52600000	52650000	0.653480	0.346520	14478	8360	8966	18196	0	0	50000
NC_065572.1	52650000	52700000	0.642580	0.357420	16623	7800	10071	15506	0	0	50000
NC_065572.1	52700000	52750000	0.657620	0.342380	16796	9383	7736	16085	0	0	50000
NC_065572.1	52750000	52800000	0.669300	0.330700	17483	8197	8338	15982	0	0	50000
NC_065572.1	52800000	52850000	0.646300	0.353700	17261	9467	8218	15054	0	0	50000
NC_065572.1	52850000	52900000	0.678620	0.321380	16803	7920	8149	17128	0	0	50000
NC_065572.1	52900000	52950000	0.633480	0.366520	14459	8544	9782	17215	0	0	50000
NC_065572.1	52950000	53000000	0.666180	0.333820	15916	8746	7945	17393	0	0	50000
NC_065572.1	53000000	53050000	0.623380	0.376620	16705	9785	9046	14464	0	0	50000
NC_065572.1	53050000	53100000	0.624060	0.375940	15566	9129	9668	15637	0	0	50000
NC_065572.1	53100000	53150000	0.641220	0.358780	15975	9092	8847	16086	0	0	50000
NC_065572.1	53150000	53200000	0.646960	0.353040	15946	9723	7929	16402	0	0	50000
NC_065572.1	53200000	53250000	0.663560	0.336440	16240	8182	8640	16938	0	0	50000
NC_065572.1	53250000	53300000	0.660200	0.339800	17615	9026	7964	15395	0	0	50000
NC_065572.1	53300000	53350000	0.623680	0.376320	15654	9006	9810	15530	0	0	50000
NC_065572.1	53350000	53400000	0.641800	0.358200	15181	8722	9188	16909	0	0	50000
NC_065572.1	53400000	53450000	0.602920	0.397080	15596	10821	9033	14550	0	0	50000
NC_065572.1	53450000	53500000	0.648160	0.351840	15659	8978	8614	16749	0	0	50000
NC_065572.1	53500000	53550000	0.659720	0.340280	15734	8099	8915	17252	0	0	50000
NC_065572.1	53550000	53600000	0.622100	0.377900	16085	10693	8202	15020	0	0	50000
NC_065572.1	53600000	53650000	0.665220	0.334780	17374	8458	8281	15887	0	0	50000
NC_065572.1	53650000	53700000	0.635560	0.364440	15483	9306	8916	16295	0	0	50000
NC_065572.1	53700000	53750000	0.609100	0.390900	15634	9748	9797	14821	0	0	50000
NC_065572.1	53750000	53800000	0.662140	0.337860	15572	7911	8982	17535	0	0	50000
NC_065572.1	53800000	53850000	0.647800	0.352200	15073	8645	8965	17317	0	0	50000
NC_065572.1	53850000	53900000	0.630880	0.369120	15033	9893	8563	16511	0	0	50000
NC_065572.1	53900000	53950000	0.647280	0.352720	16257	9220	8416	16107	0	0	50000
NC_065572.1	53950000	54000000	0.656480	0.343520	16872	9013	8163	15952	0	0	50000
NC_065572.1	54000000	54050000	0.668800	0.331200	16176	8868	7692	17264	0	0	50000
NC_065572.1	54050000	54100000	0.650140	0.349860	16239	8632	8861	16268	0	0	50000
NC_065572.1	54100000	54150000	0.653640	0.346360	16253	8638	8680	16429	0	0	50000
NC_065572.1	54150000	54200000	0.613860	0.386140	15966	9757	9550	14727	0	0	50000
NC_065572.1	54200000	54250000	0.646400	0.353600	15870	8696	8984	16450	0	0	50000
NC_065572.1	54250000	54300000	0.645760	0.354240	16431	9041	8671	15857	0	0	50000
NC_065572.1	54300000	54350000	0.643740	0.356260	15515	8258	9555	16672	0	0	50000
NC_065572.1	54350000	54400000	0.642760	0.357240	16198	9110	8752	15940	0	0	50000
NC_065572.1	54400000	54450000	0.637280	0.362720	16126	8866	9270	15738	0	0	50000
NC_065572.1	54450000	54500000	0.647420	0.352580	16673	9252	8377	15698	0	0	50000
NC_065572.1	54500000	54550000	0.634780	0.365220	16400	8906	9355	15339	0	0	50000
NC_065572.1	54550000	54600000	0.627440	0.372560	15949	9567	9061	15423	0	0	50000
NC_065572.1	54600000	54650000	0.684800	0.315200	17927	7769	7991	16313	0	0	50000
NC_065572.1	54650000	54700000	0.654900	0.345100	16775	8144	9111	15970	0	0	50000
NC_065572.1	54700000	54750000	0.650160	0.349840	17427	9145	8347	15081	0	0	50000
NC_065572.1	54750000	54800000	0.686300	0.313700	18448	8464	7221	15867	0	0	50000
NC_065572.1	54800000	54850000	0.663020	0.336980	15486	7907	8942	17665	0	0	50000
NC_065572.1	54850000	54900000	0.678740	0.321260	17305	8017	8046	16632	0	0	50000
NC_065572.1	54900000	54950000	0.662060	0.337940	16693	7964	8933	16410	0	0	50000
NC_065572.1	54950000	55000000	0.669000	0.331000	16037	8196	8354	17413	0	0	50000
NC_065572.1	55000000	55050000	0.646520	0.353480	15402	8587	9087	16924	0	0	50000
NC_065572.1	55050000	55100000	0.642780	0.357220	15899	8403	9458	16240	0	0	50000
NC_065572.1	55100000	55150000	0.657080	0.342920	15543	8571	8575	17311	0	0	50000
NC_065572.1	55150000	55200000	0.613000	0.387000	16240	9787	9563	14410	0	0	50000
NC_065572.1	55200000	55250000	0.679220	0.320780	17417	8054	7985	16544	0	0	50000
NC_065572.1	55250000	55300000	0.669460	0.330540	17254	8370	8157	16219	0	0	50000
NC_065572.1	55300000	55350000	0.675360	0.324640	16545	7366	8866	17223	0	0	50000
NC_065572.1	55350000	55400000	0.656060	0.343940	15560	8019	9178	17243	0	0	50000
NC_065572.1	55400000	55450000	0.640900	0.359100	16171	9136	8819	15874	0	0	50000
NC_065572.1	55450000	55500000	0.672420	0.327580	16513	7863	8516	17108	0	0	50000
NC_065572.1	55500000	55550000	0.659120	0.340880	17069	8578	8466	15887	0	0	50000
NC_065572.1	55550000	55600000	0.691420	0.308580	17329	7593	7836	17242	0	0	50000
NC_065572.1	55600000	55650000	0.661780	0.338220	16416	8533	8378	16673	0	0	50000
NC_065572.1	55650000	55700000	0.676560	0.323440	17392	7897	8275	16436	0	0	50000
NC_065572.1	55700000	55750000	0.643360	0.356640	16256	9457	8375	15912	0	0	50000
NC_065572.1	55750000	55800000	0.657480	0.342520	16636	7977	9149	16238	0	0	50000
NC_065572.1	55800000	55850000	0.646080	0.353920	16035	9116	8580	16269	0	0	50000
NC_065572.1	55850000	55900000	0.695520	0.304480	17440	7416	7808	17336	0	0	50000
NC_065572.1	55900000	55950000	0.660860	0.339140	15660	8349	8608	17383	0	0	50000
NC_065572.1	55950000	56000000	0.679200	0.320800	16932	8303	7737	17028	0	0	50000
NC_065572.1	56000000	56050000	0.667160	0.332840	16931	8557	8085	16427	0	0	50000
NC_065572.1	56050000	56100000	0.692120	0.307880	17169	7956	7438	17437	0	0	50000
NC_065572.1	56100000	56150000	0.686180	0.313820	17538	7705	7986	16771	0	0	50000
NC_065572.1	56150000	56200000	0.635160	0.364840	16259	9847	8395	15499	0	0	50000
NC_065572.1	56200000	56250000	0.677380	0.322620	16714	8838	7293	17155	0	0	50000
NC_065572.1	56250000	56300000	0.659260	0.340740	17164	9313	7724	15799	0	0	50000
NC_065572.1	56300000	56350000	0.644080	0.355920	15839	9064	8732	16365	0	0	50000
NC_065572.1	56350000	56400000	0.686000	0.314000	17274	7205	8495	17026	0	0	50000
